"U1","U2","group"
3.55629057272311,1.76612374682773,3
4.54284853323337,1.47823724646915,3
-13.7107987941897,-1.26231732468259,7
5.74495882376071,5.91118333239902,6
6.08581966741916,1.21556482215274,1
6.04425186498996,1.8668982734238,1
5.46226019247409,5.98392579455722,6
6.51103205068942,2.05167577166904,1
4.90332359655734,7.6054658641373,5
5.79454655035373,1.28855523963321,1
0.311727231582368,-13.1136789570297,2
5.31092161520358,0.773920630410797,1
-12.8237376751101,-0.366537834211701,7
5.72378725393649,1.99512717624057,3
4.90255493505832,0.593516622975952,1
3.90947908743259,1.37528250117648,3
6.55009168966647,2.41108510394443,8
4.01867288931247,1.03034720321048,3
-0.168259234885013,-13.8509826908554,2
-13.0971131862796,1.17856464286197,4
5.22464985235568,2.92472169299472,6
-0.107579627791678,-14.057792688414,2
6.30186218603488,1.91732904811252,8
3.52142042501804,2.13219401736606,3
-13.5724225582278,-0.277218724295014,7
4.5710372386777,0.994269584611541,3
-13.0241475643313,-0.379901851221436,7
-10.7402988018191,-1.28938450913083,9
4.87408012731906,7.59797379870761,5
-10.6693282665408,-1.34327521423947,9
-12.7740388454593,0.137604316071159,7
3.80252689703342,1.40394780536044,3
-13.7451005520022,-0.533478433891648,7
5.11896890982028,2.46288130183566,3
4.18039507254001,1.92239138980258,3
6.19791216238376,1.44105706115115,1
-14.4633985103762,-1.04803660015714,7
-14.6303210796512,-0.660645628973359,7
0.459486549934114,-14.311882997557,2
-0.635269457260405,-13.92769911389,2
-14.2489314617312,-0.968172455831879,7
-13.744641834656,-1.18337800602567,7
-12.1715264858401,0.612837945417053,7
5.78135771139499,7.882995580629,5
4.34808058126804,2.21237847705234,3
6.51345533712741,1.41747460265506,1
0.60859102590915,-13.0802459965194,2
6.36015886648532,1.6633751143967,1
5.06455559118625,1.70936331649173,1
-13.1469483913577,-0.591281021639222,7
-14.7621770443118,-0.65887924532544,7
4.22603744848605,1.9499128808533,3
7.09440512045261,2.28446457286227,8
6.12352604254123,1.46231815715182,1
-12.7413821758426,0.291271810725814,7
6.3203014789426,0.507777546838409,1
-13.0233846248782,-0.39796119432103,7
5.38160509451267,5.1325711955582,6
6.64190668447849,1.03237984080661,1
5.16051954611179,0.927540515855438,1
-12.2684398235476,1.87780222792972,4
6.95565742834445,2.63614437480319,8
5.92196220739719,2.14175507922519,8
5.57076925619479,0.853038703397399,1
3.71374196394321,2.0218522300278,3
-14.5252996029055,-0.943480158850068,7
-13.8612752498782,-0.787850464388245,7
5.61933845861789,2.92291734118808,6
5.61552662237521,2.43044874568332,1
6.09838575704929,1.60570583243716,1
-13.5212102474368,-0.716934169336671,7
-12.4402862133181,2.03265068431247,4
4.21261734350559,1.72427997489322,3
5.42208666189548,0.782652412847167,1
5.71452850683566,4.90589759250034,6
5.75327057226535,4.43833587069858,6
4.24691337927219,0.583966945603973,3
-14.6659732402957,-0.827858532472962,7
0.30434150083896,-13.946217561766,2
-8.47056537286404,1.96337935824741,10
5.72168535574313,6.0138606776749,6
0.633416300853456,-12.8170004139389,2
-12.3977580608523,2.13529465098727,4
4.77157635076877,2.32763240237582,3
-13.8535876812137,-0.523471857115143,7
-12.3961396755374,2.32562515635837,4
6.09198850973483,8.02690408130038,5
-0.125877568284308,-14.348808313414,2
0.0158913193547374,-13.4153585682357,2
0.352350777229035,-13.375923181578,2
-0.0248013378775472,-13.5387020359482,2
5.45225710256931,5.56226489444125,6
-12.2860398830569,-0.110537114247197,7
5.45819706304904,0.872542773679382,1
5.73234934194919,6.33317515750278,6
-12.4468722881472,2.15873381991733,4
0.0672010837399608,-13.3616647968734,2
5.66014236791965,6.0088181247269,6
4.33969063146945,1.33195588488925,3
-0.677341127554213,-13.9339065800155,2
-13.4818769039309,-1.17836680512082,7
5.22986502035495,2.55424711604465,8
0.190913325389588,-13.4157514820541,2
6.34859747274753,2.12474224467624,8
6.01224226339694,1.4890358199631,1
4.967166846832,0.872989987329131,1
-12.6714463771975,-0.116192917033547,7
-13.9067102016604,-0.985424901052827,7
-14.6810880245364,-0.621811414762849,7
-14.5554261745608,-0.911550010248536,7
4.444048827728,1.32433626551974,3
0.339785402854646,-13.8796892414535,2
7.36043400152561,2.62546632190097,8
-13.8534665645755,-1.13817241291653,7
-12.5740495266116,-0.636870051428193,7
-12.272271686951,0.1976152410065,7
5.48791593893405,4.93522975345004,6
4.22220415457126,2.38380525012363,3
4.62250274999973,0.809496616319305,1
-12.2307811321414,1.20917341609347,7
4.05613417013522,2.2626216163193,3
5.05644697531101,1.93789467711795,1
-13.974474483887,-0.420873279377335,7
6.72507757528659,3.54338881869662,6
5.49080223425266,5.23146626849521,6
5.85593075140353,8.12550256152499,5
5.01676697119113,2.96183297534335,3
6.26337379797336,2.11531636615146,1
5.25966543539401,5.53503367801059,5
0.0634450076424724,-14.1937618504013,2
-0.635924035469329,-13.8432817707504,2
-0.627672189632689,-13.8953342686142,2
6.06421608312961,7.99319360156406,5
0.331815129359925,-13.9235830555404,2
-12.4337640346682,0.838867758706695,4
4.58981842382785,2.45028469462741,3
5.93481058462497,1.60199520488132,1
0.364096051295961,-13.7909031162704,2
5.91090816839572,0.551280354455596,1
5.13860029562351,0.732056771710998,1
5.89531130178806,7.97001645465244,5
4.15290588720676,0.914680754140502,3
6.02352184637424,1.19596824546207,1
5.65687794073459,1.44772717852939,1
6.03660148962375,1.25467667479861,1
5.61886638983127,7.94458911319125,5
-12.2914090694583,0.110434358314163,7
-0.0949269773161763,-14.3618355045761,2
5.46738094671603,2.37740228076327,1
0.33092100008365,-13.0672111759628,2
5.94868130071994,1.18998811145175,1
-12.1203618587649,0.539166187242156,7
-0.00645553485516254,-14.1821375141586,2
5.20698780401584,2.55271217723239,3
5.19153160436984,1.24695501227725,1
-13.1873212398684,-0.89359387259137,7
-12.7240300716555,0.414123122886306,7
-12.9619403423465,0.17662501831401,7
5.88159698828098,0.921322559312469,1
-0.159573683301246,-13.5192480335678,2
6.68245310171481,0.708152030900604,1
3.9929761348569,0.863191937402374,3
6.13178963049289,4.26052472491611,6
0.0938668607079631,-14.1248331318344,2
3.97719997747775,2.52632019420016,3
5.69233936651584,7.83826157946933,5
0.212281471332276,-13.9181175480331,2
6.01696724279758,7.99048612017978,5
4.03194755895969,0.772709821656829,3
4.43202347143527,2.3431834926163,1
5.94248623236057,1.45296082396854,1
4.02657551153537,2.17346141238559,3
-10.6904807628787,-1.32191779713284,9
5.32135815008518,4.92364642520297,6
-12.7704473079837,-0.449166233345383,7
6.26414102896091,2.53425118823398,8
3.57924885137912,2.16392133136142,3
-13.9765725673831,-1.08428206543576,7
5.78916258200046,6.18541142840732,6
-12.6451011242068,-0.861405457064026,7
6.66657347067233,2.60398552317966,8
3.65841836317416,1.44657764335025,3
-12.5327868999637,-0.690288747354859,7
4.48416847570773,2.04610273738254,3
5.27956957205173,2.79123136897433,1
5.90420526846286,7.5825485934769,5
